DateTime,news
10/21/2019,CORRECTED-Brazil's Bolsonaro suggests oil spill could be attempt to sabotage auction
10/21/2019,Oil waste collected from Brazil's northeastern coast rises to 280 tonnes
10/21/2019,"Time to take profits in gold: TD Securities points to $1,489 level"
10/22/2019,Oil steady on weak demand concerns despite U.S.-China trade optimism
10/22/2019,Oil steady on weak demand concerns despite U.S.-China trade optimism
10/22/2019,METALS-Copper edges up as unrest in top producer Chile intensifies
10/22/2019,PRECIOUS-Gold eases as trade-deal hopes lift risk mood
10/22/2019,"Oil prices edge up on U.S.-China trade optimism, but demand concerns cap"
10/22/2019,"Oil prices edge up on U.S.-China trade optimism, but demand concerns cap"
10/21/2019,US may now keep some troops in Syria to guard oil fields
10/21/2019,"Gold weaker, at daily lows amid bearish outside markets"
10/21/2019,Oil prices fall 1% as global demand concerns grow
10/21/2019,"Why gold, not bitcoin, is the ultimate play"
10/21/2019,Options Traders Expect Huge Moves in Luckin Coffee (LK) Stock
10/21/2019,Santacruz Silver Reports Appointment of Carlos Silva to Its Board of Directors
10/21/2019,"Gold, silver prices supported by slumping greenback"
10/21/2019,Body and Mind Appoints Brent Reuter to Board of Directors
,
10/21/2019,Optimism is high as Q3 earnings season for gold miners kicks off - BMO
10/21/2019,Early Warning Press Release Regarding Investment in Falcon Gold
10/21/2019,Exxon trial probes how oil giant accounts for climate change
10/21/2019,CORRECTION FROM SOURCE: Providence Gold Mines Inc Invites You to Join Us at The Silver & Gold Summit in San Francisco
10/22/2019,Austral Gold Announces Filing of Q3 2019 Quarterly Activity Report
10/22/2019,"UPDATE 2-Oil Search cuts 2019 production outlook, slashes capex on project delays"
10/22/2019,UPDATE 4-U.S. allows Chevron to drill for oil in Venezuela for three more months
10/22/2019,UPDATE 1-Oil collected from Brazil's northeastern coast rises to 600 tonnes
10/21/2019,"Oil tanker rates to stay high until year-end, says Euronav"
10/21/2019,"Oil tanker rates to stay high until year-end, says Euronav"
10/21/2019,Coffee helps protect Uganda’s endangered mountain gorillas
10/21/2019,"Shun Malaysia, India's palm oil buyers told amid Kashmir standoff"
10/21/2019,Attis Oil and GasLtd : Update on investee company: Petroteq Energy Inc.
10/21/2019,HyperX’s Cloud Mix Rose Gold is excellent and looks better than ever
10/21/2019,Fin24.com | Your cup of coffee may get cheaper with a flood of Robusta
10/21/2019,UAE Oil Services PLC : Interim Results
10/21/2019,French oil group Total signs marine fuel deal with China's Zhejiang Energy
10/21/2019,Bitcoin Fixes This: Fake Gold Bars Could Turn Investors Toward Digital Counterpart
10/21/2019,US may now keep some troops in Syria to guard oil fields
10/21/2019,Eric Sprott has information: Silver is going up
10/21/2019,Providence Gold Mines Inc Invites You to Join Us at The Silver & Gold Summit in San Francisco
10/22/2019,Gold Road reaps rewards from overperforming Gruyere
,
10/21/2019,Russia Is Buying Venezuela’s Oil—Imagine If Exxon Had Bought It
10/21/2019,Futures Movers: Oil futures end near a 2-week low as investors fret about crude demand
10/21/2019,Metals Stocks: Silver prices finish higher as gold posts back-to-back declines
10/21/2019,Seabridge Defines New Gold-Copper Porphyry Target at Iskut
10/21/2019,ALX Uranium Corp. Acquires Draco VMS Project in Norway
10/21/2019,"Workers at Chile's Escondida copper mine, world's largest, to walk off job Tuesday"
10/21/2019,Oil Holds Losses As Investors Weigh Demand Outlook Against Trade
10/21/2019,"Palladium One Commences Metallurgical Study, Reports Petrographic Study and Announces Flow-Through Private Placement for the Tyko Sulphide Ni-Cu-PGE Project"
10/21/2019,Imperial Oil Sees Hammer Chart Pattern: Time to Buy?
10/21/2019,"Mitsubishi sells Australian iron ore, rail project to Sinosteel"
10/21/2019,"Oil prices dragged lower by sluggish demand, supply outlooks"
10/21/2019,METALS-Copper touches 1-month high as Chile unrest fans supply worries
10/21/2019,Chaarat Gold Hlgs Ld : Q3 2019 Production and Operational Update
10/21/2019,Chaarat Gold Hlgs Ld : Holding(s) in Company
10/21/2019,"PRECIOUS-Gold holds steady above $1,490 on Brexit uncertainties"
10/21/2019,"Oil prices dip on weak demand outlook, supply concerns"
10/21/2019,Taiwan clinches first gold in Asian Baseball Championship in 18 years
10/21/2019,Gold weaker amid little risk aversion in marketplace
,
10/21/2019,SwissArb SA : Form 8.3 - Eland Oil & Gas PLC
10/21/2019,"Gold is moving back towards $1,500: RBC Wealth Management"
10/21/2019,Taste-testing boozy canned coffee: From terrible to OK
10/21/2019,Peel Hunt LLP : Form 8.5 (EPT/RI) - Nostrum Oil & Gas Plc
10/21/2019,Peel Hunt LLP : Form 8.5 (EPT/RI) - Eland Oil & Gas Plc
10/21/2019,Oil prices fall as global demand concerns grow
10/21/2019,Greatland Gold PLC : Panorama Project - Exploration Update
10/21/2019,Hardy Oil & Gas : Board Changes
10/21/2019,Nu-Oil and Gas PLC : Returning of Interest in Enegi Oil Inc.
10/21/2019,Highland Gold Mining : Q3 2019 Operating Results
10/21/2019,Cora Gold Limited : Metallurgical Testwork Results
10/21/2019,Coke Zero Sugar and Pricing Strength Are Driving Coca-Cola's Results
10/20/2019,Russia arrests 3 over gold mine dam collapse
10/20/2019,African swine fever takes toll on China’s corn sector
10/19/2019,UPDATE 1-U.S. oil major Chevron says hopeful about maintaining Venezuela presence
10/21/2019,"Sixty North Gold Enters into Amending Agreement with New Discovery Mines Ltd., an IR Consulting Agreement, Grants Stock Options, and Settles Debt with Director for Consulting Fees"
10/21/2019,Northway Resources Encounters Broad Gold Mineralization at Healy
10/21/2019,Gold prices have soared 20% this year. Here's how that's flipped the fine jewelry industry on its head.
,
10/21/2019,METALS-Copper hits 1-month high as Chile unrest fans supply worries
10/21/2019,Oil prices steady as investors weigh demand concerns
,
10/21/2019,Phoenix Copper Ltd : Report highlights polymetallic sulphide potential
10/21/2019,Landore Resources Ld : Progress Update - BAM Gold Project
10/21/2019,"Gold flat as markets eye trade talk cues, Brexit deal"
10/21/2019,Creditors and politicians spar over Venezuela’s oil jewel Citgo
10/21/2019,Creditors and politicians spar over Venezuela’s oil jewel Citgo
10/20/2019,African swine fever takes toll on China’s corn sector
10/20/2019,Why Retirees Should Consider This Cash-Rich Oil Stock
10/20/2019,UPDATE 1-Barrick Gold reaches deal with Tanzania over Acacia Mining
10/20/2019,Barrick Gold reaches deal with Tanzania to settle disputes over Acacia Mining
10/18/2019,Oil falls as China economic concerns outweigh rising refinery runs
10/18/2019,Oil falls as China economic concerns outweigh rising refinery runs
10/18/2019,Baker Hughes data show U.S. oil-rig count up a second week in a row
10/19/2019,Greta Thunberg calls for climate action in Canada’s oil heartland
10/19/2019,UPDATE 1-U.S. oil major Chevron set to receive Venezuelan crude cargo -document
10/19/2019,U.S. oil major Chevron set to receive Venezuelan crude cargo -document
10/19/2019,Carlin Gold Director Resignation Announced
10/19/2019,Thunberg calls for climate action in oil-rich Alberta
10/21/2019,"With Opec powerless, market dictates oil price"
10/21/2019,"With Opec powerless, market dictates oil price"
10/21/2019,"METALS-Copper hits over 1-month high on Chile strikes, U.S.-China trade hopes"
10/21/2019,"Gold holds steady above $1,490 on Brexit uncertainties"
10/21/2019,Nickel Relives The Failed Attempt By The Hunt Brothers To Corner Silver
10/20/2019,"Bitcoin is Up 83,000% Since Gold Topped in 2012: Bullion vs. BTC"
10/19/2019,UPDATE 1-Kuwait says talks with Saudi to restart Neutral Zone oil output ongoing
10/19/2019,Mysterious crates washing up on Brazil’s oil-stained beaches
10/19/2019,"Kuwait, Saudi agree on restarting Neutral Zone oil production - newspapers"
10/18/2019,U.S. drillers add oil rigs for second week in a row -Baker Hughes
10/18/2019,"Gold prices gridlocked, bears take wheel"
10/18/2019,Former Calif. refinery worker to lead USW union's oil program
10/18/2019,"In oil-rich region, Venezuelans fear catastrophe if Trump forces Chevron to leave"
10/18/2019,Progress is coming; higher gold prices have changed us forever
10/18/2019,Thunberg calls for climate action in oil-rich Alberta
10/18/2019,UPDATE 4-Carlyle Group quits $1 billion U.S. oil export project
10/18/2019,UPDATE 3-Carlyle Group quits $1 billion U.S. oil export project -Texas port official
10/18/2019,UPDATE 8-Oil falls as China economic concerns outweigh rising refinery runs
10/18/2019,UPDATE 2-Carlyle Group quits $1 billion U.S. oil export project -Texas port official
10/18/2019,"Bitcoin, Gold Dives in Tandem as China Posts Poor Economic Data"
10/18/2019,Zero-sugar drinks driving Coca-Cola revenue
,
10/19/2019,Greta Thunberg calls for climate action in Canada's oil heartland
10/19/2019,Several missing after deadly dam collapse at Russian gold mine
10/19/2019,Several missing after deadly dam collapse at Russian gold mine
10/18/2019,"In oil-rich region, Venezuelans fear catastrophe if Trump forces Chevron to leave"
10/18/2019,"FEATURE-In oil-rich region, Venezuelans fear catastrophe if Trump forces Chevron to leave"
10/18/2019,Oil steady as China economic concerns counter rising refinery runs
10/18/2019,Oil steady as China economic concerns counter rising refinery runs
10/18/2019,"Olive oil, Italian cheese among products impacted by new EU tariffs"
10/18/2019,UK agrees further talks over disposal of old Shell oil rigs
10/18/2019,Oil futures end lower for the session and week as demand worries linger
10/18/2019,Horizonte files PFS for nickel-cobalt project in Brazil
10/18/2019,Outotec receives $55-million mill order from Australian iron ore mine
10/18/2019,UPDATE 1-Carlyle Group quits $1 billion U.S. oil export project -Texas port official
10/18/2019,FUCHS PETROLUB SE : FUCHS to be CO2-neutral globally by 2020
10/18/2019,"Zero-sugar sodas, smaller soft drink cans drive Coca-Cola revenue beat"
10/18/2019,"UPDATE 2-Zero-sugar sodas, smaller soft drink cans drive Coca-Cola revenue beat"
10/18/2019,"Gold, silver prices weaker as U.S. stock indexes near record highs"
10/18/2019,"Futures Movers: Oil retreats, contributing to a weekly loss as China data revive worries about demand"
10/18/2019,"Indonesia's Aug palm oil output seen down slightly, exports up: survey"
10/18/2019,ONGC Videsh Update on Oil Discoveries in Colombia & Brazil
10/19/2019,"Market Extra: Stock-market bulls should heed this warning signal from oil prices, economist says"
10/19/2019,Several missing after dam collapse at Russian gold mine
10/19/2019,U.S. oil major Chevron says hopeful about maintaining Venezuela presence
,
10/18/2019,Brazil's Bolsonaro suggests oil spill could be attempt to sabotage auction
10/18/2019,Candriam France : Form 8.3 - Eland Oil & Gas plc
10/18/2019,Oil steady in face of contradictory signals
10/18/2019,Oil steady in face of contradictory signals
10/18/2019,"Metals Stocks: Gold settles lower, paring its gain for the week"
10/18/2019,Arizona Metals Corp: Invitation to The Silver & Gold Summit Booth 302
10/18/2019,"Gold futures down for the session, but post a slight gain for the week"
10/18/2019,Carlyle Group to quit $1 billion U.S. oil export project -Texas port official
10/18/2019,"Gold stuck near $1,500: When is the next big price move coming?"
,
10/18/2019,No-sugar drinks and innovations power Coke in 3Q
10/18/2019,CANADA STOCKS-TSX futures flat as higher oil prices counter China growth worries
10/18/2019,Zero-sugar sodas drive Coca-Cola revenue beat
10/18/2019,UPDATE 1-Zero-sugar sodas drive Coca-Cola revenue beat
10/18/2019,Weiss Asset Mngmnt : Form 8.3 - Eland Oil & Gas plc
10/18/2019,No-sugar drinks and innovations power Coke in 3Q
10/18/2019,"In protest clouds, Hong Kong tourists see silver lining"
10/18/2019,"Gold dips on profit-taking, trade uncertainties cap losses"
10/18/2019,ARB Midstream to Start Up New Crude Oil Gathering System in DJ Basin
10/18/2019,Tectonic Gold Plc : First Payment Received on Silverstream Royalty
10/18/2019,Investors balk at green bond from oil tanker group
10/18/2019,Investors balk at green bond from oil tanker group
10/18/2019,Sphinx Resources Announces Copper-Gold Zone Grading Update on Calumet-Nord
10/18/2019,Has Kirkland Lake Gold (KL) Outpaced Other Basic Materials Stocks This Year?
10/18/2019,Is Kinross Gold (KGC) a Great Value Stock Right Now?
,
10/18/2019,"UPDATE 1-DTE Energy to buy natural gas gathering system, pipeline for $2.25 bln"
10/18/2019,Nu-Oil and Gas PLC : Holding(s) in Company
10/18/2019,"DTE Energy to buy natural gas gathering, pipeline in Louisiana for $2.25 bln"
10/18/2019,Oil Poised For Weekly Decline As Trade-Deal Optimism Subsides
10/18/2019,"PRECIOUS-Gold dips on profit-taking, trade uncertainties cap losses"
10/18/2019,Fulcrum Energy's Pachira Oil & Gas II Closes on Acquisition
10/18/2019,METALS-Copper dips on bleak China data
10/18/2019,Sienna Resources Intersects Massive Sulphide Mineralization on its Slattberg Nickel-Copper-Cobalt Project Drill Program in Sweden
10/18/2019,Metals Creek Resources Announces Dona Lake Gold Project Update
10/18/2019,Hungry Jack's has started serving barista-made coffee in Australia - 26 years after McCafe launched
10/18/2019,Oil dips as China posts slowest GDP growth in almost three decades
10/18/2019,Peel Hunt LLP : Form 8.5 (EPT/RI) - Nostrum Oil & Gas PLC
10/18/2019,Oil ticks up as rising crude stocks are offset by products demand
10/18/2019,Oil ticks up as rising crude stocks are offset by products demand
,
10/18/2019,Zanaga Iron Ore : Holding(s) in Company
10/18/2019,BHP Iron Ore Performance in September Quarter
10/18/2019,Generation Mining Initiates PEA on Marathon Palladium-Copper Project
10/18/2019,Copper Mountain Mining Announces Addition to Eva Copper Mineral Resource with Blackard Deposit
10/18/2019,Westhaven Ventures Update on Shovelnose Gold Property
10/18/2019,Oil ebbs as China's slowest GDP growth in almost three decades stokes demand fears
10/18/2019,GT Gold Expands High-Grade Saddle North Cu-Au Porphyry to Depth and Along Trend
10/18/2019,Oil ebbs as China's slowest GDP growth in almost three decades stokes demand fears
10/18/2019,Troilus Gold Announces 2019 Drilling Program at Troilus Gold Project
10/18/2019,"Oil prices steady, all eyes on data seen showing China GDP growth slowdown"
10/18/2019,Oil services providers eye low-carbon transformation
10/18/2019,Miller-Budweiser battle over corn syrup now includes accusations of corporate espionage
